aggregation_length,eer
2,0.10000000000000071
2,0.06092898676787521
2,0.046943873450455975
2,0.030164921124367507
2,0.0004243967511894448
2,0.04554319244903325
2,0.041975408021573124
2,0.013856812933126683
2,0.0486111111111111
2,0.013527943888848138
2,0.004644744370772188
2,0.1240310077519379
2,0.018597642053873063
2,0.04499512738244278
2,0.07580174927047534
2,0.03338391502276176
2,0.011142061281802337
2,0.0988735493955264
2,0.06630157691028706
2,0.06558882207970622
2,0.0886567664506227
2,0.023175455325864944
2,0.08176100628930766
2,0.05863672073570871
2,0.09171773731250046
2,0.004087970777371901
2,0.06827309236947786
2,0.024169700333936103
2,0.00393043302282638
2,0.1511588595466957
2,0.17822671743406562
2,0.000634833995141229
2,0.02083333333333357
2,0.005984134590159223
2,0.03464226348056939
2,0.052251903391924454
2,0.05199329866847766
2,0.34848484848484856
2,0.02408730792922841
2,0.08512676076321223
2,0.10000000000028732
2,0.02165690474140656
2,0.032894736842454655
2,0.017910046573033026
2,0.06800312062079808
2,0.3572445925760802
2,0.017818179933189095
2,0.02801199462802658
2,0.03804303436760631
2,0.009824773483581364
2,0.06414667645696419
2,0.07209660234465037
2,0.08675622909521029
2,0.10191082802547895
2,0.020707446808542716
2,0.004000000000000171
2,0.048774569279301135
2,0.0763630903376117
2,0.0032310177705915915
2,0.049106595134791486
2,0.04434429769872196
2,0.06778423624968932
2,0.01158599382118359
2,0.029650108572123565
2,0.10456143804707083
2,0.0209979589284543
2,0.007663191048549242
2,0.1217127424268182
2,0.08326022405060259
2,0.013449529213057233
2,0.05236081513009757
2,0.15274541721307955
2,0.06626034253685653
2,0.048947068867098015
2,0.05676493905699766
2,0.0825392595857061
2,0.06405640524887135
2,0.07633651155028223
2,0.08079320582512882
2,0.09907452231136846
2,0.0248288926231166
2,0.024606406625898462
2,0.03190013869625522
2,0.0443950662069679
2,0.1543302547149848
2,0.20149716463126466
2,0.1735524163075245
2,0.08263717169151358
2,0.012115463831880438
2,0.11342124203864905
2,0.053554782530274694
