sample_size,include_eer,exclude_eer
10,0.029761904761904615,0.047863247863592036
10,0.029761904760418623,0.24404761904761915
10,0.006134969324816707,0.006134969325153373
10,0.0,0.029774127309138733
10,0.031746031746032355,0.08589282556189749
10,0.029287260460618855,0.091420534458509
10,0.011264534883712048,0.029069767441860503
10,0.01960784313726194,0.1860349950483705
10,0.04269547325160437,0.1481481481481481
10,0.013788035178578973,0.014490208132087798
15,0.036842105263334916,0.13078673480807249
15,0.041474654377875786,0.1641624239423679
15,0.03592814371341122,0.04624962940972449
15,0.04468412942991963,0.1664098613251172
15,0.016574585635946604,0.0497237569060773
15,0.0384615384619789,0.16390895673281333
15,0.04333333333365203,0.03920511956804499
15,0.05234375000051007,0.0875
15,0.022391304348800205,0.04347826086936007
15,0.03384813384725438,0.1199077103203691
15,0.015527950311096743,0.06386375731832095
15,0.03623188405798093,0.17311203319502075
15,0.016511741683305,0.08392576862833191
15,0.07602339181334053,0.13578975887292496
15,0.012658227848040417,0.0189873417721519
20,0.007653061225180754,0.025693555271150626
20,0.04601226993851561,0.08588957055214712
20,0.11627906976695113,0.12003510531594781
20,0.027741371777765325,0.06280886338286137
20,0.0649350649348975,0.08847670135074
20,0.09048257372654164,0.15356162749183197
20,0.01574803149621081,0.03937007874015768
20,0.1048951048951049,0.1825306535205528
20,0.06896551724217598,0.10138384532297118
20,0.033333333333331175,0.044444444444444384
20,0.04610951008696914,0.16967554601540097
20,0.11428571428481944,0.11428571428571437
20,0.029411764706040934,0.11085075703036233
20,0.05616139585604469,0.16165774667215566
20,0.052317880794708366,0.05458662260571569
20,0.02439024390243797,0.04878048780485269
20,0.08620689655171998,0.170012077989303
20,0.2500000000000888,0.1950312152569763
20,0.04985507246380187,0.07324840764223392
20,0.10565476190551502,0.1339285714285717
25,0.13333333333352704,0.11783268430200546
25,0.023664638269291445,0.05588650740020703
25,0.004464285714578833,0.011394826581888971
25,0.09132420091347873,0.1509117819542501
25,0.06647058823546381,0.14074683973387847
25,0.024390243902489766,0.04416592062131534
25,0.3214285714285714,0.31763402133195534
25,0.13567839195903553,0.21090266677811653
25,0.06612903225806407,0.16547217537926823
25,0.025555555555557236,0.03333333333332629
25,0.27448559670789346,0.3322513089001346
25,0.07742214532870875,0.10640801066694554
25,0.03901590457276604,0.05168986083499307
25,0.011560693641625052,0.020054350561118813
25,0.00769230769282209,0.031285095460465255
25,0.044303797468392636,0.05038597331094781
25,0.1878834355828036,0.23926380368098157
25,0.0982142857142788,0.1819851333625457
25,0.0670995671003771,0.1082251082251084
25,0.05700549450549032,0.10492893861630329
25,0.05090909090944826,0.06823525996456091
25,0.035714285714232755,0.014285714285714249
25,0.08620689655191073,0.0919373549878717
25,0.051397205588889786,0.07196838725640234
25,0.07539682539763029,0.12134600565132718
30,0.06545454545534263,0.08228946286966711
30,0.033730158729902274,0.04166666666666656
30,0.0,0.013975385528500164
30,0.0455740578439962,0.10520126994098465
30,0.07098765432166454,0.0928852983651364
30,0.04566401340594877,0.06359048305762796
30,0.03798342541454593,0.11602209944751385
30,0.1370646766169235,0.15373134328357907
30,0.022727272728148208,0.040210968790314036
30,0.023809523809523774,0.06201550387647549
30,0.053636363636677245,0.20000000000004176
30,0.08984374999999686,0.22656249999999803
30,0.02000000000000002,0.04000000000000003
30,0.13636363636381355,0.23802367774835886
30,0.08143939393900498,0.16870192516601293
30,0.04407514450787252,0.1271676300578035
30,0.06085043988251863,0.13653041186433507
30,0.03674450549492586,0.07195195195372886
