sample_size,include_eer,exclude_eer
10,0.25609756097525105,0.6768292682926829
10,0.01333333333339185,0.08540599853618429
10,0.013743904641544992,0.04073896096961928
10,0.06382978723404126,0.2553191489357051
10,0.0007575757575757155,0.006016330038676373
10,0.03999999999887344,0.04000000000000004
10,0.005780346820808988,0.017341040462427296
10,0.013333333333333842,0.01685163876619277
10,0.032544378699129184,0.12610195477258201
10,0.031844802342606914,0.2546569205376397
15,0.016339869281045458,0.013071895424874786
15,0.05238095238097635,0.05498527180303643
15,0.047904191617017505,0.10329341317365268
15,0.024213836478350338,0.02375517570867393
15,0.07803468208127579,0.14040511727197208
15,0.024393459914794878,0.06719269103061183
15,0.08928571428575188,0.08621922566113338
15,0.01659237246161449,0.06733393994577205
15,0.03144171779187081,0.04907975460122743
15,0.04761904761904755,0.047619047619047936
15,0.019999999999866562,0.029507854858961898
15,0.015312916111937781,0.049267643142476655
15,0.0681818181818638,0.1207701619887556
15,0.040540540540145414,0.06809816887857166
15,0.04632587859424925,0.08925459825701819
20,0.004132231404958682,0.01716412766264177
20,0.037251655628930076,0.04635761589403976
20,0.020231213873315855,0.0404624277456517
20,0.1611194029850746,0.2483668669976483
20,0.0,0.004270423161212393
20,0.03708791208777231,0.05357142857142864
20,0.03625000000022656,0.05748594215561085
20,0.01923076923037284,0.036639053252902946
20,0.009764381235405928,0.02780959362257754
20,0.042553191489360605,0.10820012695596692
20,0.07094972067095873,0.07397632154437825
20,0.042091836734678145,0.1244164825665126
20,0.03293201133144539,0.08629864717503546
20,0.022594752186767406,0.06637497672699506
20,0.03688415446072062,0.07326617687899117
20,0.02244604316547703,0.09064748201438731
20,0.04456094364303269,0.090432503276538
20,0.04294478527607347,0.04874236180115401
20,0.09099616858237801,0.13793103448272276
20,0.0686274509797058,0.09803921568625895
25,0.04913294797709826,0.086762378476617
25,0.022058823529527965,0.015718662581686214
25,0.05275510204081635,0.12571428571428503
25,0.09498207885304669,0.1455317594402254
25,0.08245614035076154,0.15204678362563623
25,0.09203296703325417,0.19015837703275423
25,0.0754189944134078,0.13488868311928826
25,0.03548387096774177,0.08387096774193552
25,0.17721518987344312,0.284810126582287
25,0.01999999999943672,0.004663212435306162
25,0.05102040816262355,0.06877264010312589
25,0.0,0.025566830504730954
25,0.03089887640466297,0.04550007154178381
25,0.07035928143712251,0.12389656449130684
25,0.035195530725445026,0.04469273743016337
25,0.013353566009131776,0.014818799823278961
25,0.017751479289051634,0.029546550892144627
25,0.042647058823530204,0.08937916270292953
25,0.052527151211858567,0.13407620416973784
25,0.05864197530946042,0.04892672094730473
25,0.10045662100473324,0.1506849315068488
25,0.0452279202279198,0.07407407407407467
25,0.05351906158318065,0.11876832844575375
25,0.039436619718248425,0.05633802816934701
25,0.0042857142857299834,0.015714285714285663
30,0.04705882353054708,0.11042017532412504
30,0.029729729730086335,0.04431321714954621
30,0.060000000000240666,0.06257054175992592
30,0.034591194968976974,0.04108709608295963
30,0.04444444444377145,0.04540387583533038
30,0.061403508771680604,0.15092502434191682
30,0.06979330193615467,0.12262107122621073
30,0.002824858757523302,0.004237288135593224
30,0.04629629629618506,0.18151121304783385
30,0.037037037037619756,0.03703703703704352
30,0.05769230769209038,0.07795229784810345
30,0.035483870969423764,0.060625256176860286
30,0.04285714285730708,0.051306176664726616
30,0.02023121387323226,0.028078448182995087
30,0.03448275862068955,0.026191102920815737
30,0.0029761904763575854,0.005218717016167596
30,0.058876811594202896,0.1074045340930582
30,0.08313253012096056,0.13319933816782037
30,0.03594771241829811,0.09751429779469027
30,0.05332409972311955,0.0704730633587369
30,0.039829302987420864,0.05573845800532497
30,0.04045542635627722,0.09120554894074875
30,0.09523809523769666,0.13380309725785125
30,0.025000000000907928,0.05130756897340672
30,0.014767932489645776,0.012044312765209283
30,0.020467836257080176,0.02534113060428861
30,0.04573170731707317,0.07317073170731711
30,0.07738095238098008,0.1803563872303543
30,0.11986301369863486,0.20547945205479468
30,0.2500000000004837,0.26140833988973783
35,0.07191780821911706,0.10176936016399453
35,0.06382978723472933,0.0851063829787234
35,0.08187134502928584,0.10721417161113601
35,0.03676470588227122,0.06372549019590434
35,0.03767942583736711,0.03239384449732151
35,0.07544378698286947,0.11638019584971301
35,0.07692307692309133,0.20682649329518105
35,0.12994350282510586,0.12225007945082286
35,0.12010582010581541,0.14945099852667582
35,0.06275862068991725,0.13545013074414877
35,0.12060301507514856,0.2181353852286023
35,0.23832271762207982,0.3497568292335089
