sample_size,include_eer,exclude_eer
10,0.031746031745795156,0.052971482475872585
10,0.010796221322461719,0.04045781208390673
10,0.040637860082345496,0.08333333333324142
10,0.0455764075063258,0.20643431635386505
10,0.006249999999769745,0.023301608137892747
10,0.023773006135459025,0.15968743738792537
10,0.014450867052024214,0.03255722178374103
10,0.01091609589044007,0.040979400337239236
10,0.01708074534161474,0.050711743772367965
10,0.0428571428571424,0.05714285714285742
15,0.03161290322580654,0.12745307928355878
15,0.006329113924050498,0.012658227847973479
15,0.017195767195760027,0.027504313406921048
15,0.028549848942575708,0.06133593369083008
15,0.04458598726067918,0.10215147804748631
15,0.0798319327731098,0.08072431883565187
15,0.03844873501954377,0.08945489335864713
15,0.051724137930686045,0.10347868259776903
15,0.046875000000486715,0.1765811965811966
15,0.0021186440677966514,0.007679355438165094
15,0.019326683292577737,0.06786809816042833
15,0.07142857142857591,0.17182712465731334
15,0.010672937771328474,0.034120734908138196
15,0.06022564236337699,0.05835320521707209
15,0.05944055944038239,0.08235121879843214
20,0.1020408163255922,0.21370885299526524
20,0.0495810055865922,0.09308911405559889
20,0.037186379928321425,0.05104972375596785
20,0.0389221556882159,0.05988023952095809
20,0.012820512820778137,0.05094146839877392
20,0.07169344870210126,0.1503536765915447
20,0.07184873949579407,0.1616933979858262
20,0.060185185185164206,0.1090358560813212
20,0.05678670360130862,0.13157894736842102
20,0.02924528301886957,0.15471698113207552
20,0.1005025125630736,0.14225867359053473
20,0.0941176470583292,0.2577573293384823
20,0.027522935780274742,0.06409722944599279
20,0.04583333333330954,0.08888888888888889
20,0.05543933054393335,0.08232030264930776
20,0.047583081570731316,0.07157975755373207
20,0.110069444444102,0.20429219975205906
20,0.0024115755630390165,0.01569969899055207
20,0.025612472160356725,0.04008908685968814
20,0.08950617283950457,0.1816311837918159
25,0.009560906516305914,0.019161953133380517
25,0.00958904109575925,0.016561403508937454
25,0.06521739130433156,0.0422839962112983
25,0.0991957104556954,0.15042715308266316
25,0.029532967032625902,0.131868131868131
25,0.07022471910138822,0.08426966292142525
25,0.012392513909637413,0.025796661608645167
25,0.01732673267326829,0.025606079380177678
25,0.037481804949062274,0.08868427429125274
25,0.05696202531635494,0.05028343480903111
25,0.0686609686609656,0.1370824170081796
25,0.010929442100323782,0.066067321763839
25,0.018044337515124777,0.03238845109836095
25,0.08670520231190884,0.10723817657760473
25,0.023774145616660806,0.13287076065211204
25,0.029940119760887694,0.05597103232830023
25,0.08479532163745081,0.08771929824561372
25,0.03969594594652301,0.06081081081081208
25,0.05821917808260689,0.03080593033396605
25,0.0,0.03003886146390007
25,0.2500000000000042,0.3281385699140408
25,0.032258064515315474,0.052036597166401896
25,0.09554140127309865,0.11142112713620415
25,0.04487179487215078,0.10968968795920131
25,0.07361963190175726,0.08849151765381913
30,0.13178294573643937,0.11627906976744187
30,0.016528925619888994,0.008264462809528045
30,0.05439330544012637,0.13852306051816382
30,0.03776435045348714,0.08316228790366723
30,0.1296296296296888,0.11525615980843155
30,0.3037037037027346,0.3921301698430638
30,0.14550264550264497,0.1798941798941884
30,0.051795580110590725,0.06760778635680562
30,0.04629629629577847,0.1296296296296297
30,0.13908701854518463,0.15605456896297823
30,0.05732484076457975,0.07006369426751596
30,0.029220779221204675,0.03665466186409842
30,0.10329341317365581,0.11377245508981065
30,0.03485838779956693,0.080162965513284
30,0.08806818181817032,0.15909090909090726
30,0.0911528150133925,0.10187667560313596
30,0.05999999999999678,0.040000000000035486
30,0.05555555555615619,0.11478890831922606
30,0.07596685082873733,0.08839779005524621
30,0.14570552147239146,0.3372474817741666
30,0.04239482200647274,0.11650485436892305
30,0.04181494661914395,0.04626334519573652
30,0.018518518518518514,0.019607843137251876
30,0.05288461538451339,0.07005494505494485
30,0.0778443113780812,0.13860392506690455
30,0.0102691218130318,0.016997167139128737
30,0.029535864978902093,0.06751054852321232
30,0.0412844036697594,0.05810859837976019
30,0.1093552465239614,0.20195938575144756
30,0.03999999999976929,0.04000000000000012
35,0.063271604938303,0.09270523005627275
35,0.03406998158379397,0.06290690441647452
35,0.0679012345682736,0.07407407407405368
35,0.03592814371246757,0.03514578537317356
35,0.023809523810100236,0.045912176564943286
35,0.03561046511666889,0.06072593517868561
35,0.03599999999999999,0.15829995856923887
