eer,std
0.08959554160427113,0.055095927746932935
0.08168984399460202,0.05119581941771108
0.08728688703565027,0.06108624762391488
0.07687905679826168,0.05730295039193818
0.08495755014539551,0.06148755796335472
0.09294853305760876,0.06644720443152896
0.08690714524724413,0.058252518586486376
0.08354153417365358,0.06253364744579627
0.08399851842734445,0.05459562634284642
0.08250911745318765,0.04732950165089049
0.09118761809216511,0.05893710275254786
0.08310850497235388,0.04932396485055053
0.08910142539833944,0.06115090582725943
0.08914739791403933,0.061037114161457594
0.09026853374434507,0.0615151099130763
0.08155330430867996,0.0508053476370179
0.07864451483075982,0.046843697047320235
0.09048018072058142,0.0730023346973994
0.07938099638643695,0.051110243513652134
0.08093002500119131,0.05843163272545805
0.08964329834413913,0.04823155185980659
0.07966415579006082,0.05455411139390739
0.08959182727567638,0.07450421764724495
0.0967398516462923,0.06613592737490016
0.09509484656691897,0.056589602609829474
0.08199376819239329,0.05988349662236406
0.09211906572773897,0.07446645880378018
0.08375139996908242,0.056729540310379356
0.09191229374121868,0.06686317949836426
0.08668705065026992,0.05256600297369343
0.07605807081307085,0.04334809090429373
0.09602583920872046,0.07812320321383717
0.09128611420799802,0.05435000860870852
0.08437966441340398,0.06132388114788486
0.07982366060418584,0.056985405728226225
0.08095037192339802,0.05067196342691153
0.09004580967837371,0.07086897458229964
0.09161802622178314,0.07156417138982255
0.08730523622815956,0.05487075656160868
0.08885088777814963,0.045715500346246316
0.08446369611160498,0.04909918199768938
0.07975819095182793,0.04988216973018616
0.07851070987569751,0.04547116137910739
0.09646621418661379,0.06746812295295072
0.08764498337496807,0.06320535599732129
0.09618491713148447,0.05646328847355294
0.09549631040198982,0.07242656788083629
0.08603246375487054,0.06733354178165855
0.0860137914059541,0.06072555892714541
0.086443460539927,0.056584906790174284
0.09079073159128759,0.05833734486723076
0.08153227871817703,0.04914725229844634
0.08298317543353367,0.053914051014126864
0.09668717802442096,0.07796875419996047
0.08786150961064879,0.06077955767901157
0.08561192301625052,0.05240569151651213
0.08366363366688427,0.06334729419705983
0.08258085028861438,0.06000333154458511
0.09345670801194676,0.07444344114681357
0.0899371072831043,0.06603036016804315
0.09350437540743663,0.07909505771278454
0.0827885093170944,0.05498187917175085
0.08485474392240401,0.062396420077414645
0.08079115465297812,0.05291582185764104
0.0820784868438178,0.06085469030091235
0.08930334544154787,0.07181960147978489
0.08432006380550121,0.05315957268265401
0.08513043871435681,0.06543683845814241
0.08077522472717687,0.0485641764036508
0.08171998283953741,0.06256875716479263
0.08611110305842534,0.05871820466792923
0.086755685601132,0.04646278600001558
0.08376871551940474,0.06118304457277943
0.08566220638480335,0.05418177002561587
0.08863819330101844,0.06967065526271377
0.08522136265172109,0.06003995080220603
0.09912223630284571,0.0810008284624427
0.0881167838028014,0.06503427568183408
0.08031484626036758,0.059597014795525996
0.08168928069413552,0.06892690671482389
0.09144431950958513,0.07047996295597321
0.08158855886612058,0.04668327018840257
0.08047568713403573,0.056021828563697834
0.08665351272382343,0.05285836392725524
0.08708904393380454,0.058567290244699734
0.08761732363082572,0.06230687629363011
0.08841177320305503,0.0617072518580072
0.09291761568900035,0.07353180171830526
0.08605166097120712,0.0572868164609433
0.09359468951231266,0.079499435158365
0.0881360966902163,0.057650563916803274
0.0783194903726455,0.048672546414759946
0.08838701266484303,0.06252898243095605
0.08806504366253315,0.06370652249953797
0.10227217908427226,0.08313204054578546
0.08300270292383051,0.05074584998914014
0.08859083913262207,0.06513069686198424
0.08301095013582381,0.054159297524045254
0.08477298224477062,0.056743448849242206
0.08049274693976176,0.05307561839506519
0.0986094450421201,0.06752179063334479
0.08210307830746258,0.05263827737860118
0.0911156293924847,0.061761887775290986
0.09045353804496918,0.050996589490488665
0.0858021373268928,0.059918565009504945
0.08732975200280499,0.058121500733563834
0.08693383622099918,0.06413233287320506
0.08481020852688798,0.058873650531420914
0.08875226681866116,0.06868206955268322
0.07969583412504506,0.0495666509280391
0.08703801263441067,0.06487309637365779
0.08034498558929458,0.04821946250968294
0.0853564408703085,0.06062232352080728
0.07709718799603284,0.04767983598019042
0.08322648678890754,0.04478039018232973
0.0885238626410956,0.0650037453154965
0.0854807964198004,0.05389851129749811
0.07756732890499389,0.05034284028326798
0.09016714510627133,0.06917545769743663
0.08280083277655276,0.0394701897958093
0.08429353088102674,0.0570147094240677
0.09365745604621774,0.06770421655498593
0.08680819555292563,0.05698161715899558
0.08623283216638793,0.06038375103948728
0.08793292326419935,0.052321632658491
0.08375061268880628,0.05895007566071649
0.07740008468400811,0.05194028071928336
0.07621182485523237,0.05525791533253748
0.07700488978576782,0.059862107587645215
0.08794499925903053,0.0681448509001651
0.08463547217610903,0.05748880868383015
0.09718403757866095,0.0756757249072421
0.08570923632548315,0.05608931188174281
0.09519296814768838,0.05604128029208514
0.08697126190499957,0.05960961220718724
0.09008714519594183,0.07439024154993576
0.07896590707743271,0.05323327774857727
0.08993603273901232,0.06894443998305404
0.07746991887750777,0.058458237235216814
0.0863690841960184,0.05579848098930217
0.08885979049657358,0.05486211033269858
0.08188657296235456,0.06856240209258302
0.0888253376806692,0.049405970571349926
0.09108647879554609,0.06354754423843842
0.09286037001160298,0.0557448187884036
0.08308061907696207,0.06431983201421043
0.0872466505074309,0.05690371309317518
0.09171280192290525,0.0574569523711358
0.09946797774749064,0.07646691652754482
0.08602307133686715,0.05626510555111758
0.08049343607276406,0.060786554631593
0.07198456607067324,0.04356913741396791
0.09216075389264809,0.06159140545510296
0.08465759806799206,0.05083656414031882
0.08707020152450948,0.061105075964507496
0.09151655527649091,0.05806305393055015
0.08061086161153977,0.06671187692581061
0.08484270284020665,0.06724788922296647
0.08278036207415385,0.05100592077516327
0.08237050521180217,0.05034449566115411
0.09456123079412566,0.0653914455141874
0.08877255771878483,0.06024614196717627
0.08027150743089478,0.05120662110921783
0.08734430307929669,0.06130231106775148
0.08318496848327339,0.04705969250863453
0.08488338589348689,0.053737976194163366
0.09375189203583358,0.05361815163719684
0.08053092687164784,0.06020138712866081
0.08214231530090847,0.04991386897817283
0.0828279767609825,0.05949062823680345
0.08966104522678349,0.06405667378472475
0.09076809249517488,0.06336895703001291
0.084897695843003,0.05289120759816309
0.08772582062191228,0.05785479246984571
0.08848648471756751,0.07175003984757744
0.09037294645698436,0.06097780918663616
0.0843510965525391,0.05290363038629592
0.0908281812125521,0.0663590883930603
0.10126478709755694,0.07873157338959577
0.0772232750206978,0.05127864556030479
0.0936158577208753,0.06796886386369096
0.09987642810058542,0.06318024353036145
0.08960678841710137,0.05572953305486433
0.0814455307260355,0.06770009494402043
0.09277024019014647,0.06251046602668572
0.08946266070447005,0.058997375067967706
0.08061734995440996,0.0499423123871779
0.07920708369915289,0.054370494770393754
0.08639667232574882,0.057279441621303204
0.08451072855348668,0.06344929422909872
0.08653210756656199,0.059681839482308555
0.08962994480605779,0.07498709448490057
0.08267665265536912,0.06061864503253664
0.08959725716169867,0.0566584161009213
0.08110188456261122,0.06187477459516307
0.07870299464987543,0.046655720224771484
0.08482878116220724,0.05762563854618895
0.08614662211954045,0.05161529548908157
0.08488956635029479,0.06469781611631634
0.08965082454110251,0.04780526627831141
0.08704078093755363,0.06560193458981564
0.09273849894294313,0.06179786292754192
0.0855224662391707,0.05577656890121323
0.09006419505829452,0.06371001353972397
0.07488713943742313,0.044806218611459156
0.08983509360729133,0.05657790148836179
0.08837710128831447,0.05990939950808657
0.09591533226676474,0.06995882082321139
0.08352118407968766,0.05084259629359883
0.08947014375717975,0.058046877765230445
0.08574746758617167,0.05464617482152464
0.08370556746119676,0.05856846662011051
0.0878473520858298,0.06063661412129001
0.08882395000277882,0.059815488121958235
0.08613724168139639,0.056824862117636245
0.0984357562658034,0.08569706064182063
0.07562187170777858,0.0520065175062345
0.08789239952484325,0.058922077125977496
0.0868463675915586,0.06371139777217884
0.08889820023799337,0.05658645168304038
0.08768229054692882,0.05531770435890722
0.0875104278464261,0.07735688535802052
0.08595863357282409,0.05223620115573788
0.08663360920526947,0.052077279079173415
0.08909875647454915,0.06318159406873511
0.09410198201550822,0.06237752582154842
0.08876189093697354,0.06233120004782698
0.09258393298789637,0.06985928291338331
0.09095996376053934,0.05926325513787523
0.08360265564556027,0.050371812350017475
0.08069764237931724,0.05376844350214768
0.08815993349477004,0.06134980015806099
0.08220182516298537,0.05378949895998714
0.07866535598073415,0.07074779657166384
0.09153216330471066,0.07307923289838171
0.09186584178371184,0.07362998549658957
0.09307131897801173,0.0705669020968271
0.0883112153617502,0.06300336335942443
0.08018080410280348,0.05146786765089817
0.08583959280830207,0.053395323127959415
0.08937092484050005,0.07272888635048069
0.08853027845429454,0.058829062974117205
0.07975212893586246,0.047236977793954894
0.0905968498041581,0.0654313560985674
0.09317913947877704,0.07032034655835073
0.0879457869749579,0.06953963479477931
0.08637496191766138,0.05468127515136558
0.08923139219234265,0.05662711578736283
0.09395778555463591,0.06758721856358607
0.07635223552007962,0.04632230071425976
0.08549811765592165,0.04952230482439188
0.09062440298549156,0.056776399355353224
0.08833273983594368,0.06146591544373378
0.09500074475412586,0.08608706184810175
0.08540295324368177,0.049556567253731455
0.0852450718961534,0.05376355047515402
0.09199948487938318,0.06559738467634925
0.08222932303514167,0.0524823836830406
0.07966596709090892,0.05159527842954458
0.09470099100153116,0.05851583618187156
0.09259300611361482,0.07904468052358704
0.09629367474757115,0.06005932758513244
0.08789203260190179,0.06930916029465962
0.08682676261277274,0.061154699479136605
0.08174285547637507,0.05182600090121451
0.08643506735589805,0.05479329091697553
0.08469396026106163,0.06099372952192568
0.08525107632242451,0.051194212337012414
0.08678881216235688,0.05747794707296823
0.0957347650746778,0.07156968979553974
0.08292042699458932,0.05691621461583679
0.08797469882972105,0.060507501460789585
0.09252570699805615,0.0652515377215815
0.08190488605177756,0.046647342057880965
0.08799441586788595,0.058489911776151225
0.10206995366179639,0.07624545554500582
0.09874052170062134,0.06893616439465154
0.09296931522900952,0.06841891360563572
0.08041083360221303,0.050469313662713434
0.08688289731441179,0.06406571224569801
0.09008025014694855,0.059076401210067325
0.08160566201010291,0.05554357020987422
0.08338136695755674,0.0637729066545002
0.08092491223304754,0.05541284092200672
0.09390122670657532,0.07205152334426734
0.0819018434525121,0.04524876733599788
0.08824075056649007,0.06015667421205341
0.08123933719795902,0.0516763720648168
0.09860147986268651,0.0689347007091501
0.0865504158123584,0.0653100660867887
0.08338388978702314,0.05170548066603528
0.0853607925275483,0.0661729268553335
0.0721329915051941,0.04438950228029385
0.09220210720307974,0.05898540059633053
0.08898459239924097,0.059390775049591026
0.07638218593929708,0.05022707037441967
0.09238262537496132,0.06851440457216043
0.08341161476061809,0.0644705814387131
0.09321004281854393,0.07163492805504433
0.08790940130000771,0.05970553969686016
0.09620539656071833,0.07440705407177511
0.0871904179918937,0.05789449042465053
0.08242995919748049,0.0547386351910866
0.09621778016814,0.06273324271549842
0.09041860076672723,0.05252506044028704
0.09427631282894346,0.07088771621188102
0.08904161684268064,0.0748093248132359
0.09015504420652476,0.0592967916080305
0.09594574334038525,0.08421691840507309
0.09117341272532145,0.07512470457784101
0.09424588529117131,0.06184018525018644
0.08547378035014745,0.0685247200603353
0.08364253940242614,0.051240131490693404
0.08904139125835546,0.0619177380272121
0.07774163479430958,0.05102050226984736
0.08304643005757796,0.05696998326634257
0.07557967088466633,0.04532323643579782
0.08602925094437842,0.06618913247802122
0.08941376373059325,0.06670875663460801
0.08982186063377837,0.0781390996956557
0.09437980660438312,0.07030209978504276
0.08670343841308706,0.06284051427464321
0.09582546392973484,0.052549489717603426
0.09057306412260198,0.07011727539069167
0.08010447913624295,0.045889135221026806
0.08418306571701578,0.06073809629095676
0.09337592570127833,0.07164088020522952
0.08804361705337013,0.06860570893564291
0.08402951359604151,0.0640711711123238
0.08675115781376141,0.06289840727780235
0.09151827646768418,0.06437785478261805
0.08558969189351057,0.052541686611463516
0.08211598377454057,0.05150816129537638
0.09061524602490648,0.059556871238958996
0.09748792716004127,0.07255867740749998
0.08831341596832859,0.05038509999687955
0.077848161684114,0.05522621913651404
0.08750316782692065,0.055132421961996324
0.076620700289695,0.046412034281467236
0.0887052881586965,0.05522580762036759
0.08586374923499701,0.05000821618152209
0.07671174329925458,0.04909687622835464
0.08555686412982656,0.05155916406472329
0.08272213720327876,0.0576212512254668
0.08318741629298902,0.07108853035707702
