sample_size,include_eer,exclude_eer
10,0.033488466207995726,0.06657223796037627
10,0.01818181818212191,0.0544925717870484
10,0.08565941101113023,0.2154929577462609
10,0.048356510745666687,0.174007660167131
10,0.03141486810549854,0.13570697304207943
10,0.04350490196078431,0.12145761090517758
10,0.061813186813411844,0.18406593406593394
10,0.025229357796959277,0.0639965546942291
10,0.043478260869253646,0.13638631148350208
10,0.006373937677580257,0.011348417566037113
15,0.05326704545476634,0.12070707070731057
15,0.008720930232624923,0.017441860465116487
15,0.07967032966972096,0.193813806865837
15,0.05540166204878559,0.12603878116343603
15,0.019354838709140485,0.09141809054976172
15,0.011904761904748628,0.011904761904847775
15,0.0,0.06653672366507063
15,0.019795762341624657,0.05733944954128449
15,0.05088495575226904,0.08849557522123845
15,0.011450381679460627,0.0076335877862595035
15,0.04666666666684138,0.2044444444444444
15,0.021825396825707187,0.05291288081136486
15,0.019230769230774408,0.02876124118997491
15,0.02221200980456585,0.10019757267852097
15,0.006329113924409696,0.006602380331109419
20,0.08333333333332424,0.10683388102816975
20,0.06410256410256407,0.09801264679253424
20,0.018518518518882324,0.01897586158686102
20,0.05510752688172288,0.15529996532231777
20,0.07326388888942292,0.13642874611326983
20,0.0016077170418006216,0.0032154340836546822
20,0.06818181818181812,0.0909090909090835
20,0.03383027522935779,0.07604408939294677
20,0.05454545454545351,0.06688084112043896
20,0.047619047619049205,0.0264273600894822
20,0.032327586207501494,0.050174839390159834
20,0.04513888888856907,0.07882796698224932
20,0.02552152685314867,0.03728362183706524
20,0.007692307692678684,0.06628605323762213
20,0.04464285714285726,0.04999999999999956
20,0.09064327485440686,0.12306703211179916
20,0.053571428571862416,0.0340673036975488
20,0.04720496894409933,0.04782608695652217
20,0.02783687943245179,0.07092198581584978
20,0.04540598290556182,0.16779328390659212
25,0.008823529412343305,0.010407341092073426
25,0.05851063829838916,0.1063829787234163
25,0.03378378378389481,0.06428053743629002
25,0.03314917127058771,0.0719259753887246
25,0.022058823529379164,0.057016899337979814
25,0.07182705718270788,0.09467420410531756
25,0.11688311688339763,0.18132526322426873
25,0.027140672782927096,0.060495976185071625
25,0.014450867053128645,0.01156069364161168
25,0.02188856729357836,0.03457480615201256
25,0.10351966873697274,0.1520063930589639
25,0.02500000000004307,0.10741711085096312
25,0.03625377643469486,0.04538728379787899
25,0.022727272727261015,0.019480519480265582
25,0.08673469387754008,0.20171385990976226
25,0.004464285714287756,0.023047734353061393
25,0.03333333333316121,0.052491441612552106
25,0.033519553072626454,0.11095100864408575
25,0.05625000000000002,0.09523809523809526
25,0.2182926829268012,0.35317953427958365
25,0.08652094717726422,0.13018149227031822
25,0.01980874317002784,0.03278688524611206
25,0.08630952380963486,0.17261904761946115
25,0.08057395143487847,0.0989450127868176
25,0.03351063829817213,0.05851063829787223
30,0.15625000000043213,0.2636009353078722
30,0.014792899408284186,0.017751479289940784
30,0.10211267605633381,0.2194034967420933
