sample_size,include_eer,exclude_eer
10,0.007547423746382859,0.017680339463576677
10,0.13333333333308905,0.41367579520367015
10,0.055954631379974216,0.060306475530998306
10,0.02380952380952387,0.011013929381919352
10,0.06818181818241191,0.13636363636363402
10,0.0035460992907797137,0.02471197194946897
10,0.07178217821914741,0.3182860165755701
10,0.052469135802992575,0.2388881933129254
10,0.0,0.022727272727272662
10,0.02000000000000002,0.04000000000000344
15,0.09433962264146051,0.19056603773584857
15,0.04972375690607758,0.19337016574585328
15,0.018698060942074553,0.06167212647729775
15,0.0,0.006441717791563283
15,0.01851851851839144,0.0323260716801385
15,0.08950617283925415,0.2994350282480012
15,0.05714285714285666,0.03018823251032398
15,0.023809523809670118,0.09523809523810521
15,0.1118721461193318,0.21232876712328513
15,0.05454545454554209,0.09559908071210511
15,0.022012578616330335,0.041169241572485867
15,0.008297771456044864,0.048412204234802025
15,0.05847953216386324,0.056530214424946094
15,0.033742331288384664,0.07340355496935744
15,0.06504065040586635,0.197501581278681
20,0.023809523810004302,0.04166589335758427
20,0.023031434795861533,0.0164178684883754
20,0.06140350877186409,0.09048896839594903
20,0.098214285714771,0.12692517466171468
20,0.05421686747027782,0.04934841569128886
20,0.0431999999999928,0.091199999999997
20,0.03045325778999309,0.03966005665722379
20,0.051664086687306446,0.1290718475685153
20,0.06525092554504325,0.10286097724638564
20,0.08974358974459556,0.11996648688210242
20,0.05641592920357227,0.06686252393568187
20,0.08828382838283641,0.13696369636965564
20,0.07159090909090904,0.11292748972009077
20,0.027008310249365706,0.07718981898848769
20,0.0317693059628533,0.08446735807091912
20,0.27272727272726405,0.448051948051948
20,0.07870370370345382,0.16246637017678914
20,0.0804749340372511,0.19593228903630686
20,0.10999999999991572,0.23489651558814098
20,0.0945121951219621,0.09915112988875538
25,0.03846153846135224,0.03846153846128343
25,0.028775322283608927,0.03995006242104146
25,0.04545454545542339,0.08328861221348428
25,0.08452380952380976,0.13749999999999984
25,0.038265306122491724,0.02912963746518943
25,0.01988636363569156,0.05113636363636365
25,0.0369318181818952,0.08463395012144509
25,0.08121019108288,0.07481178748117887
25,0.016666666666666885,0.03333333333333762
25,0.04577777777777775,0.13865619242935112
25,0.01602564102568188,0.06115652437148013
25,0.028571428571430343,0.0571428571428571
25,0.006535947712417728,0.0641688918555823
25,0.2573248407643312,0.23941295092986764
25,0.0264150943397716,0.06042976447524995
25,0.022896039604006213,0.03291095693881453
25,0.12936046511606852,0.12790697674418608
25,0.054054054054078815,0.0675675675672192
25,0.08201058201058206,0.15079365079365079
25,0.020186335403516206,0.09045357537516918
25,0.07407407407476696,0.1007274762169907
25,0.04761904761904697,0.07407407407407324
25,0.04794520547887541,0.03278018474585091
25,0.03866317169123952,0.07863695937090401
25,0.102610807528868,0.14492398234380705
30,0.021802325580848325,0.06384748950967278
30,0.02500000000000175,0.032381037808662416
30,0.08597132034632034,0.11206536196085883
30,0.06412103746398362,0.104968065914036
30,0.11383928571438509,0.3701021243067972
30,0.1158008658007918,0.15002536549471795
30,0.11020036429872307,0.13390671102979812
30,0.013591117917355476,0.030627871362874187
30,0.027210884353087425,0.03380149183455741
30,0.0,0.0
30,0.07142857142854399,0.08259055077455552
30,0.0283286118984703,0.05382436260623225
30,0.022151898734946412,0.04360056258790431
30,0.03313253012128678,0.0511733431111926
30,0.02380952380943507,0.05392321656771287
30,0.027439024390445627,0.042682926829267685
30,0.07451612903281352,0.24159381614057843
30,0.03591682419703229,0.07886470720180332
30,0.17717086834714574,0.18823529411764828
30,0.005917159763973541,0.11983372921725854
30,0.11342592592592597,0.09812992767325224
30,0.07407407407398935,0.0969086902134077
30,0.012422360248529354,0.030266623537673287
30,0.054054054054610515,0.05405405405405405
30,0.02129120879167145,0.02747252747252755
30,0.025289017341344235,0.08418684186834335
30,0.036249999999868554,0.02972061656968114
30,0.03873239436582091,0.06338028169014868
30,0.06354359925783648,0.0967416196332294
30,0.06437125748502424,0.10689692468573289
35,0.08787878787878205,0.08091065432805836
35,0.043478260869565105,0.0434782608695641
35,0.05994897959183672,0.06632653061224993
