aggregation_length,eer
2,0.12242215146955439
2,0.06518723994452151
2,0.042810832489280325
2,0.03557331215334877
2,0.000502858199811031
2,0.0064405324176998475
2,0.050116159063592305
2,0.017212180059018766
2,0.041666666666835946
2,0.01210653753025512
2,0.005882352941177884
2,0.10461415846831779
2,0.02343384127701663
2,0.03272407102423468
2,0.0858005288788014
2,0.029444299656327968
2,0.009004906897512316
2,0.09947167562487823
2,0.061135371179039354
2,0.0663086096660322
2,0.08289290799616149
2,0.01852106592544854
2,0.0691823899371075
2,0.02453310933840262
2,0.054646611012663306
2,0.0036604948564713676
2,0.07550274031376843
2,0.018987341772158904
2,0.0045193433352666255
2,0.12993609447381074
2,0.1758424764885652
2,0.0008453704710036113
2,0.036280747139397836
2,0.002497927425149488
2,0.03466456565960883
2,0.05370146484203872
2,0.03418803418806738
2,0.3435010325334127
2,0.028902433403960585
2,0.07930672566781885
2,0.07849092671011933
2,0.01606449265927689
2,0.037325044574047846
2,0.015138998635298384
2,0.07040708545757904
2,0.2367495896823075
2,0.019912534265819192
2,0.02909408694214492
2,0.03951777720777439
2,0.013884085181570874
2,0.05680679271739069
2,0.09510086455321871
2,0.09438463810159618
2,0.0970921086624235
2,0.01762565443713556
2,0.005633694859656677
2,0.051459631755573124
2,0.05594405594394376
2,0.0032310177705978205
2,0.05205265470120905
2,0.0463875632986634
2,0.03966801320615925
2,0.023666166289273448
2,0.03104459896786369
2,0.057079822176726164
2,0.014753053751613525
2,0.007639217484877408
2,0.11242603550292299
2,0.09902686554121899
2,0.018139119253201604
2,0.05195830255978694
2,0.13612789302948808
2,0.08
2,0.038659192475567546
2,0.05688846634560769
2,0.09065550906551456
2,0.05598830416723671
2,0.07711308246025864
2,0.11111111111110429
2,0.0873015873015874
2,0.021739130434782622
2,0.01898734177212425
2,0.04066877008861197
2,0.03955189889401524
2,0.1336263711399051
2,0.12963920360871906
2,0.19338660083214468
2,0.06777540294069652
2,0.011507621275586143
2,0.11952512094435153
2,0.05577520398855678
2,0.12531857170336957
2,0.1212121212124891
2,0.03375139712863763
2,0.0992434887332918
2,0.07875071959931315
2,0.017045454545454482
2,0.0062506111751268745
2,0.0025600433160650462
2,0.05594525834482274
2,0.09688967963800141
2,0.09447812514171677
2,0.08695652173917821
2,0.11407407407407406
2,0.07323500803172518
2,0.04242318130088419
2,0.05991246138002063
2,0.1282991634563584
2,0.007734618593862596
2,0.4024390243902445
2,0.014568885065295887
2,0.13550852439859942
2,0.0619335013487917
2,0.011347828847634196
2,0.13711067210224204
2,0.025145993732881764
2,0.04829642719112724
2,0.09007843178429675
2,0.03222778125768115
2,0.17901234567901197
2,0.07019602312815892
2,0.06261158544237769
2,0.030658719423177893
2,0.026143790849673186
2,0.05687268254168354
2,0.03848964933303888
2,0.07694503366414325
2,0.09333333333333046
2,0.06250000000000001
2,0.06291390728508589
2,0.018945914113815153
2,0.011095009162775105
2,0.23206485771122598
2,0.18725844804925793
2,0.014376884012709562
2,0.2038369304556357
2,0.056277694545449786
2,0.013160622312463786
2,0.2836967980155132
2,0.011340105657221825
2,0.038494690387988334
2,0.015963352137315943
2,2.7781945866296556e-05
2,0.08421052631578953
2,0.05819415808349137
2,0.05417390684734703
2,0.025522918195007772
2,0.008004669871368013
2,0.028313747109456555
2,0.07725094962084869
2,1.1127741957669205e-05
2,0.03342618384401375
2,0.03982086039586204
2,0.039272160294206646
2,0.016083383481292315
2,0.04557150558352512
2,0.03380291016231197
2,0.04125883595652652
2,0.12352168199749458
2,0.05262682794787158
2,0.02272727272726955
2,0.10852139141381412
2,0.008571630075598781
2,0.03611738148984199
2,0.03946030484311374
2,0.0438829931685302
2,0.025732219845688215
2,0.043822642227290064
2,0.06882405222024635
2,0.013644421074453579
2,0.06790123456781788
2,0.03690195107364885
2,0.14389529332909443
2,0.036728954270828104
2,0.06582150734528876
2,0.11363636363636365
2,0.03694622725415255
2,0.010138615717245988
2,0.010346810836951732
2,0.06194136212808115
2,0.006364350806936323
2,0.03626006524646591
2,0.06335057727109146
2,0.04261842445799434
2,0.0527191776241449
2,0.019650360788141582
2,0.04230533733141158
2,0.01798561151081696
2,0.12519465889223902
2,0.03614457831325295
2,0.024911132746035923
2,0.0878552971577947
2,0.04438851263854894
2,0.0273732440106963
2,0.03333333333333333
2,0.11873375978729098
2,0.017910447761193986
2,0.024450677449921042
2,0.04667538890449152
2,0.0635838150288999
2,0.03756404871830117
2,0.1315506554752328
2,0.041718890931488395
2,0.028469617606146753
2,0.08651278737938614
2,0.006758939832373589
2,0.11111111111111033
2,0.06759098786815337
2,0.11339580974727599
2,1.1311769838615795e-05
2,0.0693157952920267
2,0.03715894279078058
2,0.028089887640449368
2,0.03433035069848641
2,0.01646090534979449
2,0.03976427509033843
2,0.05317577548031714
2,0.09182748348596331
2,0.0632183908045947
2,0.135620059006346
2,0.010249438978212694
2,0.010056128562518639
2,0.02024344600423789
2,0.1232494289735365
2,0.048067615074315125
2,0.026594697466445577
2,0.0013203717804834206
2,0.04779815982842543
2,0.06493506493505266
2,0.06767870511613035
2,0.019408177194132945
2,0.013250700569399226
2,0.06336939721794267
2,0.06081081081081051
2,0.03311258278145568
2,0.05485573360760452
2,0.09970238095238096
2,0.1506123957341559
2,0.09184578271369129
2,0.05191320435693543
2,0.05156950672645737
2,0.03546099290780148
2,0.05980528511819642
2,0.009583437051045115
2,0.05745544777802842
2,0.03205128205140405
2,0.019607843137249413
2,0.008605851979345776
2,0.16000000000000017
2,0.0322667070485869
2,0.10339723475774829
2,0.049220428748833756
2,0.020765209782790554
2,0.020049115642466253
2,0.011792308931164588
2,0.0617014056914227
2,0.14919448062612908
2,0.0726219648042504
2,0.05405405405405164
2,0.05613611641801454
2,0.010143090019923891
2,0.0313578460528878
2,0.028571428571584047
2,0.006572625212749856
2,0.045572979297151824
2,0.049999999999544804
2,0.08891581049043265
2,0.020025031289109922
2,0.0630967597529617
2,0.03962608126511221
2,0.05156660188898177
2,0.00023475791378686713
2,0.0434782608695652
2,0.013911085076694068
2,0.043135259448609096
2,0.07631992202365113
2,0.11475597693617806
2,0.0028476125418860267
2,0.020689655172413775
2,0.083625804409172
2,0.0058786818374142605
2,0.05634062990627892
2,0.011614188870171065
2,0.08509606642796227
2,0.04095718477627329
2,0.0064102564103152675
2,0.03845352434944354
2,0.0722354122426633
2,0.03791575513563749
2,0.04683762046845971
2,0.0008411345031881652
2,0.06931622871435499
2,0.007706683076794298
2,0.005933004305796297
2,0.10841790910817879
2,0.035819729167033354
2,0.03460432825296958
2,0.004200146092504527
2,0.04156116404232267
2,0.03946455131304849
2,0.053110773899920354
2,0.012373591602849947
2,0.039732992472414484
2,0.0784485014820528
2,0.11199610086105988
2,0.0941358024693514
2,0.06020709203468317
2,0.010182735835576518
2,0.013112118813753177
2,0.03247965044841192
2,0.013423638160294956
2,0.07324246848325318
2,0.017168487241139608
2,0.0035066519109579032
2,0.004846742655672518
2,0.03427724415984825
2,0.05196629213483146
2,0.09419069832100954
2,0.14625212654302294
2,0.052468589630153946
2,0.01612114228519871
2,0.049180327868852576
2,0.04930934012216037
2,0.16450604988698717
2,0.007812499999994636
2,0.03828113666768752
2,0.09490292277029005
2,0.034734917733090086
2,0.04402515723269967
2,0.00845553453207541
2,0.04343932659302249
2,0.08768325818838599
2,0.037297992163878704
2,0.08776595744680854
2,0.23589687746729324
2,0.019833521735589554
2,0.054991073860755496
2,0.016353813645590413
2,0.10397189206904102
2,0.08124987917842104
2,0.1677559912855583
2,0.022598870056497182
2,0.044776119402704685
2,0.0976171235713946
2,0.09364532667363126
2,0.045454545454539474
2,0.007351268771759033
2,0.010705338752309293
2,0.022807069835632913
2,0.06016009384008121
2,0.09905660377327011
2,0.0020138040242982935
2,0.1205882352940846
2,0.012225765377914774
2,0.012123542088647368
2,0.14817497212969213
2,0.0324125837821034
2,0.016895601974538942
2,0.0016241919126432182
2,0.0018216661284206981
2,0.040459188388807445
2,0.019234694490943338
2,0.002828821110009306
2,0.011658179650247584
2,0.024356885922822608
2,0.09259259259249418
2,0.17248577423821873
2,0.06717568320398047
2,0.16083916083916172
2,0.039408866995074496
2,0.005988023952095908
2,0.05082797920507018
2,0.20821720407127078
2,0.07775127180736931
2,0.03772618932551682
2,0.12605042016806473
2,0.03514826603963328
2,0.03799726928386146
2,0.04147241369349228
2,0.0402865991290447
2,0.06455687205087128
2,0.0006661796932127602
2,0.03947368421052633
2,0.35761589403964994
2,0.1026812377916245
2,0.053913043478260696
2,0.0028144741189807705
2,0.002730283246257
2,0.04702149850536787
2,0.08252894936961223
2,0.05316091954022987
2,0.027328023806034513
2,0.039162891094650265
2,0.04118404118451504
2,0.039735099337748665
2,0.11355311355311955
2,0.05263157894749566
2,0.030215140104108973
2,0.010300686876508248
2,0.03310344827586211
2,0.03703703703703712
2,0.09822948971009753
2,0.09864207253508628
2,0.12208278413433317
2,0.05273141122849344
2,0.012523625208307982
2,0.07113384120429654
2,0.010218978102443705
2,0.04970042891153061
2,0.06856903890767832
2,0.045355159647676654
2,0.028776978417266223
2,0.0799999999999988
2,0.134011997233839
2,0.15691819111217456
2,0.029494382022472978
2,0.05456756212955779
2,0.132183908045978
2,0.07481555311103585
2,0.00818673412489707
2,0.10656269578361113
2,0.07050359712230216
2,0.020125642488865957
2,0.054142358368121014
2,0.13391610344599622
2,0.015789711170271593
2,0.10176991150442453
2,0.05359309768995267
2,0.03441341159860198
2,0.06547619047582418
2,0.05472224994948231
2,0.058750947534427694
2,0.036374056506445034
2,0.03144654088050298
2,0.08127721335249641
2,0.09784411276943879
2,0.09259583110085434
2,0.010046989659511474
2,0.04431840271220085
2,0.19389844389839853
2,0.0913705583755336
2,0.050193920809140445
2,0.0733641331891853
2,0.1312566826621446
2,0.062063856740380355
2,0.07670850767080974
2,0.03362573099414532
2,0.03294006813757551
2,0.0848195641828347
2,0.14613180515759314
2,0.3916264303212864
2,0.07640261329133047
2,0.023809523809317217
2,0.03917513312427397
2,0.10270270270289718
2,0.02378525901245307
2,0.0770780594246375
2,0.013528474923160469
2,0.026215522700262592
2,0.07303370786516851
2,0.18289119680620244
2,0.03774654887861862
2,0.01204819277092982
2,0.007273646370573421
2,0.08545174936907161
2,0.02220484637818651
2,0.013654315482763961
2,0.14250409800216843
2,0.10227272727286346
2,0.02017680005399137
3,0.08403361344537831
3,0.04973259273111834
3,0.027211461024661113
3,0.023037610443594803
3,0.00033429000067921054
3,0.00017940997640839823
3,0.04492737304386185
3,0.005817951022365084
3,0.03441654485029361
3,0.004903964037372878
3,0.005884544247074822
3,0.1125973185108959
3,0.01615370296873019
3,0.023711937839513045
3,0.0711362594205167
3,0.024316109422492505
3,0.005059722016800109
3,0.07784431137724541
3,0.05206718781575983
3,0.04724409448818982
3,0.06538523065033139
3,0.0034961542318233904
3,0.061338506627347085
3,0.044117647058823165
3,0.05325343021114935
3,0.0011786130266785903
3,0.05274489643486624
3,0.010920543047777162
3,0.00036537307281865865
3,0.13253012048192758
3,0.15991363314448387
3,2.5170320247173104e-05
3,0.018727817786805163
3,0.0555665648476782
3,0.0005006466698198749
3,0.037946428571448323
3,0.01870419231965117
3,0.3106596020561201
3,0.01955440080100401
3,0.07500687360325319
3,0.07692307692307714
3,0.012792780014305798
3,0.01979743862484769
3,0.00819074383830682
3,0.04885427161641996
3,0.3312120060778721
3,0.01032971444763924
3,0.026648592069633173
3,0.024235360314073928
3,0.01470588235295899
3,0.044444444444444446
3,0.08283587992940006
3,0.06713225584580854
3,0.07129732129310683
3,0.005088907326101987
3,0.0020458429288212404
3,0.03458134219850004
3,0.03521126760563367
3,0.002465737713815814
3,0.03510099786863011
3,0.03221145815881725
3,0.03153622599017057
3,0.00022792470644728165
3,0.024621537086311183
3,0.024047198025824952
3,0.004671388432365082
3,0.00011048315181370091
3,0.08788342334651425
3,0.09053497942380856
3,0.006041584122769942
3,0.030489680290935135
3,0.1108132033294914
3,0.06439935309148548
3,0.03921568627451188
3,0.0021746564836932227
3,0.08240223463691607
3,0.03654410699993947
3,0.05635973361253284
3,0.05784902243488166
3,0.07936420592401082
3,0.021978021978021994
3,0.012075916111307556
3,0.024999999999999988
3,0.038443384710420345
3,0.16070818237746942
3,0.17592592592594355
3,0.18827160493827158
3,0.07688043663714814
3,0.008523483099197584
3,0.12186774647333548
3,0.03851118569163063
3,0.10094014145274018
3,0.12163155882826937
3,0.017226968388859978
3,0.08263032176473842
3,0.058693377699553594
3,0.005638062320817536
3,0.007872770407202084
3,0.0005588673630519587
3,0.03703703703703825
3,0.08620689655173565
3,0.07279130724028529
3,0.039573527999101854
3,0.10090709180963138
3,0.07741935483907222
3,0.025182000621551764
3,0.03975155279517038
3,0.10597249386207779
3,0.04593118320355832
3,0.37772395050855406
3,0.006941301720397469
3,0.12989099752464497
3,0.05438328446956969
3,0.004580152671755646
3,0.11605965476516052
3,0.02226256828145528
3,0.08695652173895532
3,0.07435347484151483
3,0.02352941176470591
3,0.1611012906506526
3,0.04424549559244077
3,0.0488243247699294
3,0.01729844998176156
3,0.019736842105263205
3,0.06741960216749274
3,0.034645505937450694
3,0.059474412171607316
3,0.0826903337712476
3,0.03000655164845731
3,0.07573771793976546
3,0.0066296547104639815
3,0.008002122771709497
3,0.15891328926492246
3,0.14386058801819637
3,0.008094511672551812
3,0.19736830172991293
3,0.046600037286340254
3,0.004239156238292303
3,0.30928774633558165
3,0.003973155559519302
3,0.02795649572530193
3,0.015448382784908784
3,8.085904698527222e-06
3,0.08395443201303884
3,0.06498690708831374
3,0.046812026779299944
3,0.009896160766545965
3,0.007616782226157758
3,0.012648294717109123
3,0.06745205703983277
3,0.0
3,0.02133635640792264
3,0.034916030942694326
3,0.036465638148667656
3,0.006595232026052633
3,0.040171573998550536
3,0.024899347551613667
3,0.02290076335877866
3,0.09400239240776438
3,0.038718142214727996
3,0.017142857142867576
3,0.08227848101292479
3,0.0015956804506692813
3,0.02248065443200325
3,0.027522935779885415
3,0.027761078491340744
3,0.015384615384615313
3,0.02886691882310326
3,0.050412498883636726
3,0.0068151664808756155
3,0.0745341614906832
3,0.02083333333333334
3,0.11976047904191613
3,0.024456521739131404
3,0.05660377358494601
3,0.07274849779227485
3,0.027905981075477003
3,0.009269058756193686
3,0.009007434848058632
3,0.020034981712907803
3,0.0037635501055137657
3,0.0360721442885851
3,0.031160403727237065
3,0.02162162162164455
3,0.0001555371230166254
3,0.008768696695551125
3,0.041493175391329504
3,0.02166064981949455
3,0.08564241022397445
3,0.013858106243651212
3,0.018867924528301844
3,0.07372810329329638
3,0.03743011231629108
3,0.04015105428502966
3,0.02531172810601521
3,0.10708401976948674
3,0.01432421792192847
3,0.00021836540497488922
3,0.03086840438549064
3,0.03907380607814755
3,0.02651023890779776
3,0.12878423022607355
3,0.030085701398085214
3,0.013546798029584146
3,0.07185628742514996
3,0.0007541233527704483
3,0.057726466657617506
3,0.051770506499327684
3,0.11371179898366435
3,0.0
3,0.05678727590056062
3,0.02421830941824382
3,0.022428632436040468
3,0.03429016795436576
3,0.01791682138887715
3,0.037835600934861956
3,0.0384293925998324
3,0.08372093023256376
3,0.0530317485095484
3,0.08205651087620422
3,0.0030097446641494992
3,0.0014340424826114007
3,0.01403130994845878
3,0.1141920249131185
3,0.046802734765780354
3,0.020461867246087506
3,0.0
3,0.019452227854010865
3,0.05228758169965467
3,0.05307939446743629
3,0.018848802531773783
3,0.011427156008347511
3,0.043441052259492866
3,0.044575226993266236
3,0.016706052249903694
3,0.04696314338106183
3,0.08911741254881116
3,0.09932112951364729
3,0.08471702591809749
3,0.036585985535776015
3,0.033707865168399784
3,0.02354215261674989
3,0.06337922355893576
3,0.003917754180584071
3,0.06283869480007914
3,0.02580645161290335
3,0.013978649863756116
3,0.005172413793102835
3,0.17286814757011082
3,0.021829697871956235
3,0.06694214205131147
3,0.04594780005566912
3,0.01095646027297707
3,0.009762780051935274
3,0.01399507476401387
3,0.03987664337959011
3,0.1474614583599992
3,0.06848005483369075
3,0.03836328738440066
3,0.021042212419737957
3,0.00680461220159039
3,0.025525205608129133
3,0.02618445933833351
3,0.002334807615453043
3,0.0008455363117437784
3,0.019978876176383567
3,0.06923076923076778
3,0.025078811574957942
3,0.045222707572096885
3,0.017857142857152713
3,0.05367105138740045
3,7.713193502055549e-06
3,0.022633533745180776
3,0.008060700008247953
3,0.02285714285712354
3,0.053040103492885085
3,0.10641691924181813
3,0.04552506723323689
3,0.013888888888878717
3,0.06350357979921106
3,0.0026799935955573425
3,0.060852359958852145
3,0.006250000000001443
3,0.05739945635386421
